subject,body,label
calpine daily and monthly gas nomination,"> >
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc
- calpine monthly gas nomination _ _ _ . doc",0
eastrans september first of the month nominations,"effective 9 / 1 / 00 deliveries to eastrans is 30 , 000 mmbtu / dy
the redeliveries will be :
8500 from fuels cotton valley
21500 to pg & e",0
"enron / hpl actuals for august 25 - 27 , 2000","- august 25 , 2000
teco tap 20 . 000 / enron ; 96 . 667 / hpl gas daily
ls hpl lsk ic 20 . 000 / enron
august 26 , 2000
teco tap 20 . 000 / enron ; 96 . 667 / hpl gas daily
ls hpl lsk ic 20 . 000 / enron
august 27 , 2000
teco tap 20 . 000 / enron ; 102 . 500 / hpl gas daily
ls hpl lsk ic 20 . 000 / enron",0
new production - deals need,"daren ,
fyi .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 08 / 28 / 2000 03 : 23
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
08 / 28 / 2000 02 : 16 pm
to : robert cotten / hou / ect @ ect
cc : elizabeth l hernandez / hou / ect @ ect , lisa hesse / hou / ect @ ect , trisha
hughes / hou / ect @ ect , susan smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect ,
melissa graves / hou / ect @ ect
subject : new production - deals need
bob ,
the following production is now on - line and a ticket should be created and
entered into sitara based on the following :
counterparty meter volumes price period
pure resources , lp 9830 750 mmbtu / d 100 % gas daily less $ 0 . 12 8 / 7 - 8 / 31
samson lone star limited 9851 1 , 000 mmbtu / d 100 % gas daily less $ 0 . 15 8 / 16
- 8 / 31
cross - tex energy svcs . ltd 9843 300 mmbtu / d 100 % gas daily less $ 0 . 065 8 / 25
- 8 / 31
300 mmbtu / d 100 % if / hsc less $ 0 . 065 9 / 01 - 9 / 30
fyi , susan has created and submitted committed reserves firm tickets for the
remaining term of the deal beginning with the month of september .
additionally , these are producer svcs . deals and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353",0
spot or firm tickets,"daren ,
fyi .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 08 / 28 / 2000 03 : 22
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
08 / 28 / 2000 02 : 20 pm
to : robert cotten / hou / ect @ ect
cc : susan smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , melissa
graves / hou / ect @ ect
subject : spot or firm tickets
bob ,
please see the responses below highlighted in red .
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 08 / 28 / 2000
02 : 20 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : robert cotten 08 / 24 / 2000 06 : 08 pm
to : vance l taylor / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect
subject : spot or firm tickets
vance ,
the following nominations do not have deal tickets in sitara for september ,
2000 activity . please advise whether the deals will be spot or firm . daren
wants everything in sitara by 3 pm on monday , august 28 . thanks .
bob
source meter # sept nom type of purchase status
ccgm , lp 9840 1 , 000 firm ticket submitted today
cross - tex 5467 250 firm requested via e - mail
cummins & walker unk 500 firm ( not flowing ) will request spot ticket when
well commences to flow
dallas production 6789 12 , 519 spot requested via e - mail
duke energy trading 6347 206 spot requested via e - mail
eex operating 5999 11 , 632 firm ticket submitted today
eog resources 4157 76 firm ticket has been submitted under hughes
investments
hesco gathering 9624 100 firm deal needs to reflect "" evergreen ""
provision ( flag )
hesco gathering 9835 700 firm ( not flowing ) will request spot ticket when
well commences to flow
ph exploration 6838 94 firm deal was recently rolled into extended term
pioneer exploration 2698 1 , 000 firm ( not flowing ) will request spot ticket
when well commences to flow
pure resources 9830 500 firm ticket submitted today
rio vista 6442 609 no longer buying contracted terminated effective 8 / 15
samson lonestar 9845 2 , 886 firm ticket submitted last week
swift energy 2630 322 spot requested via e - mail
tema oil & gas 4688 1 firm deal needs to reflect "" evergreen "" provision
( flag )
tri - union develop . 2697 700 firm ( not flowing ) will request spot ticket
when well commences to flow
whiting petroleum 6523 100 spot requested via e - mail",0
sept noms,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 08 / 28 / 2000
08 : 41 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 08 / 25 / 2000 04 : 29 : 06 pm
to : ami _ chokshi @ enron . com
cc :
subject : sept noms
( see attached file : hpl - sept . xls ) you are the best
- hpl - sept . xls",0
revised availabilities for september 2000 and co - owner volumes,"revisions for sept . 2000
beverly
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 08 / 29 / 2000 01 : 02
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" steve holmes ""
08 / 29 / 2000 01 : 01 pm
to :
cc :
subject : revised availabilities for september 2000 and co - owner volumes
the attached shows revised availabilities and co - owner volumes for september
2000 . all revisions are highlighted .
let me know of any questions you may have .
steve
- enronavailso 900 revol . xls
- 0900 co - owners volumes to enron . xls",0
re : ect - im waha ? ? ?,"all except for last one rollled due to evergreen . when you convert to ena -
im texas - don ' t forget to remove the evergreen flag on the old ect - im waha
deals .
- - - - - - - - - - - - - - - - - - - - - - forwarded by thomas engel / hou / ect on 08 / 29 / 2000 07 : 24
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
08 / 22 / 2000 12 : 45 pm
to : thomas engel / hou / ect @ ect
cc :
subject : re : ect - im waha ? ? ?
these deals should be converted to ena - im texas . is there a way that you can
change all of these deals systematically ?
d
from : thomas engel 08 / 22 / 2000 08 : 54 am
to : daren j farmer / hou / ect @ ect , heidi withers / hou / ees @ ees , trisha
hughes / hou / ect @ ect
cc : rita wynne / hou / ect @ ect , russ severson / hou / ect @ ect , scott
mills / hou / ect @ ect , regina perkins / hou / ect @ ect
subject : ect - im waha ? ? ?
should these not be converted to ena - im texas ? ? ? some time ago - we were
told this desk was dead and the existing deals would end . this desk is not
included in any texas desk portfolios .
the ect desks are supposed to be inactive - however - these deals keep
rolling - and
someone created some new ones ? if the desk is active - should we change it
to ena - im waha -
as ect is no more ? ? ?",0
meter 5593,"daren - canyou get a deal set up for meter 5593 for aug 00 ? there has been a
small amount of flow everyday . total flow for aug . 00 is 1 . 054 . last deal
ticket associated was 133169 for jul . 00 . let me know if you have any
questions .
al",0
alloc . except - mtr 1491,"daren ,
meter 1491 has steady flow for the first 13 days of the month . it is the
shanghai energy gas lift sales mtr . previously , these volumes have been
placed on the strangers agreement , but , i don ' t know that that is correct .
the volume is steady between 150 and 200 per day . if i should be asking
someone else , please let me know .
thank you for all of your assistance and patience ,
mary jane",0
baytown 12 ' ' pigging affected meters,"cheryl
please make sure letters are sent out this week for the baytown 12 "" pigging
project . all producers are to be shut - in by 9 : 00 am on september 12 , 2000 .
the outage is expected to last three to four days .
if you have any questions please call me 36449
gary hanks
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 08 / 29 / 2000 04 : 17
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : gary a hanks 08 / 11 / 2000 11 : 13 am
to : cheryl dudley / hou / ect @ ect , daren j farmer / hou / ect @ ect , pat
clynes / corp / enron @ enron , lauri a allen / hou / ect @ ect , earl tisdale / hou / ect @ ect ,
melissa graves / hou / ect @ ect , george weissman / hou / ect @ ect , shawna
flynn / hou / ect @ ect
cc : steve hpl schneider / hou / ect @ ect , james mckay / hou / ect @ ect , jeffrey a
austin / hou / ect @ ect , william d cosby / gco / enron @ enron
subject : baytown 12 ' ' pigging affected meters
the baytown 12 "" pigging project scheduled for august 15 has been cancelled .
the work has been rescheduled and is expected to begin september 12 . the
same list of meters will be shut - in early on the morning of september 12 and
remain shut - in approximately three to four days .
if you have any questions please call me 36449 .
thanks
gary hanks
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 08 / 08 / 2000 12 : 49
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : gary a hanks 08 / 01 / 2000 10 : 55 am
to : cheryl dudley / hou / ect @ ect , daren j farmer / hou / ect @ ect , pat
clynes / corp / enron @ enron , lauri a allen / hou / ect @ ect , earl tisdale / hou / ect @ ect ,
melissa graves / hou / ect @ ect , george weissman / hou / ect @ ect , shawna
flynn / hou / ect @ ect
cc : steve hpl schneider / hou / ect @ ect , james mckay / hou / ect @ ect , jeffrey a
austin / hou / ect @ ect
subject : baytown 12 ' ' pigging affected meters
the meters listed in the attached email will be shut - in in order to pig the
baytown 12 "" . the meters will be shut - in early on the morning of august 15 ,
and remain shut - in for approximately five to ten days .
if you have any questions please call me 36449 .
thanks
gary hanks
mgr gas control
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 08 / 01 / 2000 10 : 44
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
mike vollmering @ enron
08 / 01 / 2000 08 : 59 am
to : gary a hanks / hou / ect @ ect , jill t zivley / hou / ect @ ect
cc : james mckay / hou / ect @ ect , pat flavin / gco / enron @ enron , liberty team
hpl / gco / enron @ enron
subject : baytown 12 ' '
the columbus energy wiggins # 1 ( 989634 ) will be effected by the pigging
project . the tap valve is installed in the mlv bypass and the bypass will be
removed to blow down the line .
here is a list of all the producers that will be effected .
columbus energy - - - - - - - - wiggins # 1 ( 989634 ) and fig orchard ( 986764 )
sanchez o mike",0
cornshucker,"here are the points the gas is to be nomintated at for september by supplier :
williams :
el paso 15 , 000
lomax sterling 4 , 500
delhi cayanosa 5 , 500
apache ( by cynergy ) :
delhi 6 , 000
lomax sterling 14 , 000
( per nancy stivers )
she is to send me the nomination once complete .
thanks ,
mark
x 33396",0
"hpl nom for august 30 , 2000","( see attached file : hplo 830 . xls )
- hplo 830 . xls",0
"enron / hpl actuals for august 28 , 2000","teco tap 20 . 000 / enron ; 120 . 000 / hpl gas daily
ls hpl lsk ic 20 . 000 / enron",0
re : september spot purchases,"vance ,
deal tickets have been created and entered in sitara as follows :
bob
vance l taylor
08 / 28 / 2000 04 : 33 pm
to : robert cotten / hou / ect @ ect
cc : elizabeth l hernandez / hou / ect @ ect , lisa hesse / hou / ect @ ect , trisha
hughes / hou / ect @ ect , susan smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect ,
melissa graves / hou / ect @ ect
subject : september spot purchases
bob ,
hplc will be purchasing wellhead gas from the producers listed below for the
production month of september . this production will be purchased on a "" spot ""
basis and deal tickets should be created and entered into sitara based on the
following information :
counterparty meter volume deal # price
whiting petroleum corp 6523 200 mmbtu / d 382601 91 % if / hsc
engage energy us , lp 5923 775 mmbtu / d 382610 100 % if / hsc less $ 0 . 24
engage energy us , lp 5848 240 mmbtu / d 382621 100 % if / hsc less $ 0 . 24
swift energy 2630 21 mmbtu / d 382627 90 % if / hsc less $ 0 . 258
duke energy trading & marketing 6347 200 mmbtu / d 382631 85 % if / hsc
additionally , this are producer svcs . deals and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353",0
cornshucker,"here are the points the gas is to be nomintated at for september by supplier :
williams :
el paso 15 , 000
lomax sterling 4 , 500
delhi cayanosa 5 , 500
apache ( by cynergy ) :
delhi 6 , 000
lomax sterling 14 , 000
( per nancy stivers )
she is to send me the nomination once complete .
thanks ,
mark
x 33396",0
revised devon and co - owner availabilities for september,"fyi . . . . . . . . . . . . . . . . . . . . . .
beverly
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 08 / 30 / 2000 08 : 10
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" steve holmes ""
08 / 29 / 2000 03 : 57 pm
to :
cc :
subject : revised devon and co - owner availabilities for september
beverly ,
the co - owner volumes have been updated to show a volume for comet petroleum
and james d . finley under burnell n . pettus . additionally , devon ' s volume
under burnell / n . pettus has also increased slightly .
steve
- 0900 co - owners volumes to enron . xls
- enronavailso 900 revo 2 . xls",0
re : valero - - meter 8018,"does it make a difference if the information is communicated via a copy of
customer "" force majeure "" letter or should it only be communicated
via notes mail .
there are several ways to communicate effectively issues that is beneficial
to other departments , do you have a preference ?
enron north america corp .
from : pat clynes @ enron 08 / 29 / 2000 10 : 13 pm
to : robert e lloyd / hou / ect @ ect
cc :
subject : re : valero - - meter 8018
robert ,
this is an idea of the type of information that should be communicated .
thanks , pat
daren j farmer @ ect
01 / 27 / 2000 03 : 23 pm
to : robert e lloyd / hou / ect @ ect , pat clynes / corp / enron @ enron
cc :
subject : valero - - meter 8018
fyi . we need to make sure that this kind of communication conitinues to flow
downstream .
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 01 / 27 / 2000
03 : 22 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kenneth seaman 01 / 27 / 2000 02 : 00 pm
to : fred boas / hou / ect @ ect , joanie h ngo / hou / ect @ ect , robert e
lloyd / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : valero - - meter 8018
deliveries to this meter were halted late in the day of january 20 . the
customer has maintenance issues that necessitated an earlier than planned
turnaround .
it is my understanding from our trader this is another force majure situation
resulting in no sale or buyback at this meter commencing with the shutdown .
please take this into consideration when allocating and billing the customer .
thanks",0
meter 984132 for 1 / 16 / 99,"hi daren ,
can you give us a status on this request ?
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 08 / 30 / 2000 12 : 22
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
08 / 23 / 2000 12 : 59 pm
to : jackie young / hou / ect @ ect
cc :
subject : meter 984132 for 1 / 16 / 99
jackie ,
what does mops show for the days in question ? it would be incorrect to add
any days to the adonis ticket mentioned below . it sounds as if the meter was
allocated incorrectly in pops and / or a deal was not pathed correctly in
mops . let me know what you find in mops .
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 08 / 23 / 2000
12 : 54 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : gary w lamphier 08 / 22 / 2000 02 : 51 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : meter 984132 for 1 / 16 / 99
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary w lamphier / hou / ect on 08 / 22 / 2000
02 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : sherlyn schumack 08 / 22 / 2000 02 : 07 pm
to : jackie young / hou / ect @ ect , karen lindley / corp / enron @ enron
cc : gary w lamphier / hou / ect @ ect
subject : meter 984132 for 1 / 16 / 99
here is the issue for 1 / 16 / 99 at meter 984132 .
20 , 000 mmbtu were confirmed for adonis in pops . 10 , 000 mmbtu on day 5 and
day 16 . day 16 is not valid for deal 51862 ( track id 6155 ) , which is where
10 , 000 was confirmed . the actual sale to adonis was 10 , 000 which was
invoiced and paid by adonis . we are trying to clear the feedback error
report . my question is why was 10 , 000 confirmed on 1 / 16 / 99 if the date is
not valid for the deal ?
when karen allocates the actual 10 , 000 it is prorating 5 , 000 for each day
that is confirmed ( the 5 th and 16 th ) .
should the whole 10 , 000 be allocated to the 5 th or should 5 , 000 be allocated
to each day ? if 5 , 000 should be allocated to each day , the 16 th needs to be
added to the deal .",0
re : valero - - meter 8018,"robert ,
you can communicate by lotus notes , phone , memo or other means . the point
that i am making is to communicate
all and any industrial information to daren , gary hanks , volume management ,
and myself . there may be times to
also involve lee and gary as well as others . this was just to assist you .
thanks , pat
robert e lloyd @ ect
08 / 30 / 2000 09 : 45 am
to : pat clynes / corp / enron @ enron
cc : daren j farmer / hou / ect @ ect , robert e lloyd / hou / ect @ ect
subject : re : valero - - meter 8018
does it make a difference if the information is communicated via a copy of
customer "" force majeure "" letter or should it only be communicated
via notes mail .
there are several ways to communicate effectively issues that is beneficial
to other departments , do you have a preference ?
enron north america corp .
from : pat clynes @ enron 08 / 29 / 2000 10 : 13 pm
to : robert e lloyd / hou / ect @ ect
cc :
subject : re : valero - - meter 8018
robert ,
this is an idea of the type of information that should be communicated .
thanks , pat
daren j farmer @ ect
01 / 27 / 2000 03 : 23 pm
to : robert e lloyd / hou / ect @ ect , pat clynes / corp / enron @ enron
cc :
subject : valero - - meter 8018
fyi . we need to make sure that this kind of communication conitinues to flow
downstream .
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 01 / 27 / 2000
03 : 22 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kenneth seaman 01 / 27 / 2000 02 : 00 pm
to : fred boas / hou / ect @ ect , joanie h ngo / hou / ect @ ect , robert e
lloyd / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : valero - - meter 8018
deliveries to this meter were halted late in the day of january 20 . the
customer has maintenance issues that necessitated an earlier than planned
turnaround .
it is my understanding from our trader this is another force majure situation
resulting in no sale or buyback at this meter commencing with the shutdown .
please take this into consideration when allocating and billing the customer .
thanks",0
discrepancies in price of gas redelivered at mobil beaumont,"i thought it might be easier to reply by email of the
period , volume , and price for periods when the
price for gas redelivered by duke at mobil beaumont was not
hsc monthly index - $ . 0375 .",0
re : discrepancies in price of gas redelivered at mobil beaumont,"thank you , darren .",0
re : discrepancies in price of gas redelivered at mobil beaumont,"i show that we adjusted pricing for excess volumes for the following dates :
mar 11 - 31 15 , 000 / day delivered to mobil beaumont at if hsc - . 045
april 5 - 19 15 , 000 / day delivered to mobil beaumont at if hsc - . 055 . an
outage occurred on the 5 th , so the deliveries to mobil didn ' t acutally start
until the 12 th .
if you need anything else , let me know .
daren
"" bruce mcmills "" on 08 / 30 / 2000 01 : 28 : 47 pm
to : dfarmer @ enron . com
cc : "" marta k henderson ""
subject : discrepancies in price of gas redelivered at mobil beaumont
i thought it might be easier to reply by email of the
period , volume , and price for periods when the
price for gas redelivered by duke at mobil beaumont was not
hsc monthly index - $ . 0375 .",0
cornhusker,"i have entered deals into sitara . the supply deals are 384247 and 384237 .
the sale is 384258 . the sale is not currently booked at the correct location
or with a counterparty . the pricing on the sale includes the admin fee ,
transport , demand charges , an average of the buy prices and 1 % fuel charge .
if the pricing is wrong ( or anything else ) , please let me know and i ' ll redo
it . please let me know of any concerns / questions .
dave",0
re : new sitara desk request _ ena - im cleburne _ gcp response,"hello scott ,
your request is complete as follows :
portfolio :
cp / id 84078 ena - im cleburne
cpr record :
cp / id 84079 ena - im cleburne
ba / id 84079
rgds .
samuel x 3 - 9890
( gcp _ ena )
from : scott mills 08 / 30 / 2000 08 : 27 am
to : samuel schott / hou / ect @ ect , richard elwood / hou / ect @ ect , debbie r
brackett / hou / ect @ ect , judy rose / hou / ect @ ect , vanessa
schulte / corp / enron @ enron , david baumbach / hou / ect @ ect , daren j
farmer / hou / ect @ ect , dave nommensen / hou / ect @ ect , donna greif / hou / ect @ ect ,
shawna johnson / corp / enron @ enron , russ severson / hou / ect @ ect
cc :
subject : new sitara desk request
this needs to be available in production by early afternoon . sorry for the
short notice .
srm ( x 33548 )",0
done : new sitara desk request ( ref cc # 20000813 ),"carey ,
per scott ' s request below the following business unit ( aka : desk id ,
portfolio ) was added to global production and unify development , test ,
production and stage . please copy to the other global environments .
thanks ,
dick , x 3 - 1489
updated in global production environment gcc code desc :
p ent subenti data _ cd ap data _ desc code _ id
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
a sit deskid imcl a ena - im cleburne 9273
from : scott mills 08 / 30 / 2000 08 : 27 am
to : samuel schott / hou / ect @ ect , richard elwood / hou / ect @ ect , debbie r
brackett / hou / ect @ ect , judy rose / hou / ect @ ect , vanessa
schulte / corp / enron @ enron , david baumbach / hou / ect @ ect , daren j
farmer / hou / ect @ ect , dave nommensen / hou / ect @ ect , donna greif / hou / ect @ ect ,
shawna johnson / corp / enron @ enron , russ severson / hou / ect @ ect
cc :
subject : new sitara desk request
this needs to be available in production by early afternoon . sorry for the
short notice .
srm ( x 33548 )",0
new sitara desk request,"this needs to be available in production by early afternoon . sorry for the
short notice .
srm ( x 33548 )",0
sitara patch,"a patch is being released to resolve a problem with updates to prior day
positions in position manager
related to volume feedback ( some updates were held in a queue until later in
the evening ) .
please call the sitara / cpr hotline ( ( 713 ) - 853 - 7049 ) if you have any questions
or problems
with the release .",0
"revision # 1 - enron / hpl actuals for august 29 , 2000","teco tap 20 . 000 / enron ; 82 . 083 / hpl gas daily
ls hpl lsk ic 20 . 000 / enron",0
"re : enron / hpl actuals for august 29 , 2000","with regards to the 29 th , gary ( tufco ) spoke with lee ( hpl ) requesting the
tap volume to decrease at 2 am . mike ( valero ) was unable to accomodate the
request until 2 : 30 am . lee confirmed with gary , and the volumes decreased from
140 to 0 at 2 : 30 am . please let me know how you ' d like to proceed .
i am still working on lonestar volumes for sept , but will let you know as
soon as possible .
regards ,
ami
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 08 / 30 / 2000
12 : 38 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : ami chokshi 08 / 30 / 2000 10 : 37 am
to : "" charlie stone "" , daren j farmer / hou / ect @ ect
cc : gary a hanks / hou / ect @ ect
subject : re : enron / hpl actuals for august 29 , 2000
hey charlie ,
for day 29 , i show a total volume of 102 . 083
140 . 0 from 9 a through la
70 . 0 for 2 a ( 1 hour only )
0 . 0 from 3 a through 8 a
also , for the total volume through day 28 , i show :
hplr 2015 . 0
enron 1 . 152 . 0
gd 666 . 877
please advise .
ami
"" melissa jones "" on 08 / 30 / 2000 10 : 10 : 27 am
to : "" charlie stone "" , "" gary green "" ,
timpowell @ txu . com , daren . j . farmer @ enron . com , gary . a . hanks @ enron . com ,
carlos . j . rodriguez @ enron . com , earl . tisdale @ enron . com , ami . chokshi @ enron . com
cc :
subject : enron / hpl actuals for august 29 , 2000
teco tap 20 . 000 / enron ; 79 . 167 / hpl gas daily
ls hpl lsk ic 20 . 000 / enron",0
"hpl nom for august 31 , 2000","( see attached file : hplo 831 . xls )
- hplo 831 . xls",0
"re : enron / hpl actuals for august 29 , 2000","hey charlie ,
for day 29 , i show a total volume of 102 . 083
140 . 0 from 9 a through la
70 . 0 for 2 a ( 1 hour only )
0 . 0 from 3 a through 8 a
also , for the total volume through day 28 , i show :
hplr 2015 . 0
enron 1 . 152 . 0
gd 666 . 877
please advise .
ami
"" melissa jones "" on 08 / 30 / 2000 10 : 10 : 27 am
to : "" charlie stone "" , "" gary green "" ,
timpowell @ txu . com , daren . j . farmer @ enron . com , gary . a . hanks @ enron . com ,
carlos . j . rodriguez @ enron . com , earl . tisdale @ enron . com , ami . chokshi @ enron . com
cc :
subject : enron / hpl actuals for august 29 , 2000
teco tap 20 . 000 / enron ; 79 . 167 / hpl gas daily
ls hpl lsk ic 20 . 000 / enron",0
cornhusker,"i have entered deals into sitara . the supply deals are 384247 and 384237 .
the sale is 384258 . the sale is not currently booked at the correct location
or with a counterparty . the pricing on the sale includes the admin fee ,
transport , demand charges , an average of the buy prices and 1 % fuel charge .
if the pricing is wrong ( or anything else ) , please let me know and i ' ll redo
it . please let me know of any concerns / questions .
dave",0
re : new sitara desk request _ ena - im cleburne _ gcp response,"hello scott ,
your request is complete as follows :
portfolio :
cp / id 84078 ena - im cleburne
cpr record :
cp / id 84079 ena - im cleburne
ba / id 84079
rgds .
samuel x 3 - 9890
( gcp _ ena )
from : scott mills 08 / 30 / 2000 08 : 27 am
to : samuel schott / hou / ect @ ect , richard elwood / hou / ect @ ect , debbie r
brackett / hou / ect @ ect , judy rose / hou / ect @ ect , vanessa
schulte / corp / enron @ enron , david baumbach / hou / ect @ ect , daren j
farmer / hou / ect @ ect , dave nommensen / hou / ect @ ect , donna greif / hou / ect @ ect ,
shawna johnson / corp / enron @ enron , russ severson / hou / ect @ ect
cc :
subject : new sitara desk request
this needs to be available in production by early afternoon . sorry for the
short notice .
srm ( x 33548 )",0
done : new sitara desk request ( ref cc # 20000813 ),"carey ,
per scott ' s request below the following business unit ( aka : desk id ,
portfolio ) was added to global production and unify development , test ,
production and stage . please copy to the other global environments .
thanks ,
dick , x 3 - 1489
updated in global production environment gcc code desc :
p ent subenti data _ cd ap data _ desc code _ id
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
a sit deskid imcl a ena - im cleburne 9273
from : scott mills 08 / 30 / 2000 08 : 27 am
to : samuel schott / hou / ect @ ect , richard elwood / hou / ect @ ect , debbie r
brackett / hou / ect @ ect , judy rose / hou / ect @ ect , vanessa
schulte / corp / enron @ enron , david baumbach / hou / ect @ ect , daren j
farmer / hou / ect @ ect , dave nommensen / hou / ect @ ect , donna greif / hou / ect @ ect ,
shawna johnson / corp / enron @ enron , russ severson / hou / ect @ ect
cc :
subject : new sitara desk request
this needs to be available in production by early afternoon . sorry for the
short notice .
srm ( x 33548 )",0
new sitara desk request,"this needs to be available in production by early afternoon . sorry for the
short notice .
srm ( x 33548 )",0
microsoft messenger,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ina rangel / hou / ect on 08 / 30 / 2000 07 : 13 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
brian hoskins
08 / 30 / 2000 10 : 04 am
to : ina rangel / hou / ect @ ect
cc :
subject : for distribution
as part of an effort to facilitate communication on the trading floor , we
have set everyone up with microsoft messenger .
for those of you not familiar with the program , microsoft messenger allows
you to talk real time with anyone on your contact
list . the program also has voice capabilities if you have a microphone .
messenger should now be fully installed on your
computer and is accessible from the start menu .
you will need to set up a hotmail account in order to use this service .
please follow the link below to set up your account .
once you have created an id , please email me back with your id so that i can
compile a contact list for everyone on the floor .
let me know if you need help getting set up .
http : / / hotmail . com
a word of caution when using the program . because this is not behind the
company firewall , anything you send is not 100 % secure and
could be intercepted by a third party . any sensitive pricing information
that you do not want disclosed should not be transmitted over
the program .",0
hpl noms,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 08 / 30 / 2000
06 : 30 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 08 / 29 / 2000 11 : 06 : 00 am
to : ami _ chokshi @ enron . com
cc :
subject : hpl noms
( see attached file : hpl - sept . xls )
- hpl - sept . xls",0
duke exchange deal feb . 2000 prod .,"cashout
please add the following fees for feb . 2000 :
fee type :
natural gas
physical forward
penalty for over / under take
sales ticket # 157278
$ 1 , 008 . 87 dollars due hplc
purchase ticket # 157288
$ 519 . 73 dollars due duke
thanks - katherine",0
"hpl nom for september 1 , 2000","( see attached file : hplo 901 . xls )
- hplo 901 . xls",0
"enron / hpl actuals for august 30 , , 2000","teco tap 20 . 000 / enron ; 79 . 167 / hpl gas daily
ls hpl lsk ic 20 . 000 / enron",0
inactivations,"reminder :
records on the august 2000 name change / merger notification report will be
inactivated tomorrow afternoon 9 / 01 .",0
